job_title,Company,Area,employer_email,employer_contact_number,Salary,job_highlights,job_description,career_level,Qualification,years_of_experience,job_type,company_website,job_link,job_functions,Industry,search_term,date_posted,date_scraped,jobtick_avgsalary,jobtick_SQL,jobtick_Excel,jobtick_dashboard,jobtick_Python,jobtick_engineerjobs,jobtick_analystjobs,jobtick_scientistjobs
IT Support Specialist,China Daily Hong Kong Limited,Not Specified,,,Not Specified,"['5 days work per week', 'Monthly meal allowance', 'Birthday leave/Marriage leave/Compassionate leave']",['The China Daily Hong Kong Edition is recognized by both the newspaper industry and readers for its exceptional journalism and outstanding reporting. China Daily was a frequent winner at the most recent “Hong Kong News Awards” organized by the Newsp...,Entry,Non-Degree Tertiary,1,"Full Time, Permanent",Not Specified,/hk/en/job/it-support-specialist-100003008831094,"Information Technology (IT), Support, Network & System, Others",Media/Publishing/Printing,Data Scientist,10/21/2021,22-10-2021,,,,,,,,
Business Solutions Manager,Eclipse Options (HK) Limited,Not Specified,,,Not Specified,"['2-5 years of relevant experience', 'IT project planning related to business initiative', 'Attractive compensation package']","['The successful candidate will work directly with our development and trading teams to manage our third-party needs, supporting users on a wide range of solutions and projects.', 'Responsibilities and Duties', '\xa0', 'Connect with exchanges on IT solut...",Senior,Degree,2,"Full Time, Permanent",Not Specified,/hk/en/job/business-solutions-manager-100003008824223,"Banking / Finance, Financial Services, Information Technology (IT), IT Project Management / Team Lead, Others",Financial Services,Data Scientist,10/19/2021,22-10-2021,,,1,,,,,
Software Engineer (Technology Development),Logistics and Supply Chain MultiTech R&D Centre Limited,Not Specified,,,Not Specified,"['Evaluate and recommend technology options', 'Software solution architecture design', 'Bachelor Degree in Computer Science,']","['The incumbents will join our research and development team to take part in study, design and development of software systems using technologies including AI, web programming, RFID, mobile application, and embedded system. He or she will have chance to ...",Middle,Degree,4,"Full Time, Contract",http://www.lscm.hk,/hk/en/job/software-engineer-technology-development-100003008810826,"Information Technology (IT), Software Development, Testing / QA, Network & System",Information Technology,Data Scientist,10/12/2021,22-10-2021,,,,,1,1,,
IT Consultant (Application Development),China Construction Bank (Asia) Corporation Limited,Not Specified,,,Not Specified,"['Application Engineer', 'Resolving production queries', 'Review and execute regular application change']","['Responsibilities:', 'Proactively engage with retained applications related stakeholders or parties by resolving production queries, requests, issues under a highly pressured environment', 'Identify, communicate, diagnose, and resolve functional and tec...",Middle,Degree,4,"Full Time, Permanent",http://www.asia.ccb.com/,/hk/en/job/it-consultant-application-development-100003008826082,"Information Technology (IT), Application Specialist - Software",Financial Services,Data Scientist,10/19/2021,22-10-2021,,1,1,,,,,
(Senior) Technical Manager (Quality Engineering) (2-year contract) (ITSWS - BAU),The Hong Kong Jockey Club,Not Specified,,['2576-1987'],Not Specified,"['Have a Degree in Computer Science or IT', 'min.10 years of experience in software engineering', '5 years management experience in leading teams']","['The Department', 'The IT Sports Wagering Solutions Department provides application solutions to the Sports Wagering portfolio and is responsible for the delivery of the SP3d Fixed Odds (FO) Host Systems.', 'The Job', '- Lead and manage the development ...",Senior,Not Specified,1,"Full Time, Contract",http://www.hkjc.com,/hk/en/job/senior-technical-manager-quality-engineering-2-year-contract-itsws-bau-100003008813861,"Information Technology (IT), IT Management, Technical / Functional Consulting, Others",Athletics/Sports,Data Scientist,10/13/2021,22-10-2021,,1,,,,1,,
IT Support,Graff Diamonds (Hong Kong) Limited,Not Specified,['recruitmenthk @graff.comAll'],,Not Specified,"['Most fabulous jewels in the World', ""1-2 years' retail IT support experience"", 'Work life balance, regional exposure']","['The candidate will be responsible for providing all network and IT system support to our offices and salons in Asia Region.', 'Roles and Responsibilities:', 'To provide technical support and maintenance services including software, desktop, server, net...",Entry,Non-Degree Tertiary,1,Full Time,Not Specified,/hk/en/job/it-support-100003008824826,"Information Technology (IT), Application Specialist - Software, Support, Application Specialist - Network",Jewellery/Gems/Watches,Data Scientist,10/19/2021,22-10-2021,,,,,,,,
Web Developer / Frontend Developer,Coinstreet Consulting Limited,Not Specified,,,Not Specified,"['An unique opportunity in DeFi space', 'Tremendous growth and advancement opportunities', 'Work with industry leaders and amazing global team']","['A GREAT\xa0 OPPORTUNITY IN THE RAPIDLY GROWING FINTECH AND DIGITAL ASSET SECTOR', 'If the below descriptions match your personal qualities, this is a great\xa0career opportunity for you!', 'Passionate, results-oriented, with strong task ownership;', 'A...",Middle,School Certificate,3,Full Time,Not Specified,/hk/en/job/web-developer-frontend-developer-100003008827375,"Information Technology (IT), Application Specialist - Software, Software Development, UI/UX Designer",Management Consultancy/Service,Data Scientist,10/20/2021,22-10-2021,,,1,,,,,
Quality Assurance Officers (Treasury System Project) - Major Bank,IT Solutions Limited.,Not Specified,['jobs @itsolutions.com.hk'],,Not Specified,"['Banking System', 'User Acceptance Test', 'Banking Operations']","['We are searching for a number of high-calibre', '\xa0QA Officers\xa0', 'to work on the QA and testing of Treasury System software for major projects in a ', 'Major Bank', '.', 'Responsibilities:', 'Work on QA of IT Software', 'Prepare test plan and tes...",Entry,Degree,1,Full Time,Not Specified,/hk/en/job/quality-assurance-officers-treasury-system-project-major-bank-100003008827013,"Information Technology (IT), IT Management, Testing / QA",Information Technology,Data Scientist,10/19/2021,22-10-2021,,,1,,,,,
Software Engineer/Full-stack Developer,Silverhorn Investment Advisors Limited,Not Specified,,,Not Specified,"['Competitive package; located in Central 100 QRC', 'Friendly, open, dynamic and diverse culture', 'Entry point to the international finance industry']","['Who We are Looking for', 'Silverhorn is an owner-managed multi-asset investment firm delivering investment solutions that bridge geographies and markets to offer exceptional access to unique opportunities in Europe, Asia, and beyond. Silverhorn is maki...",Entry,Degree,2,Full Time,Not Specified,/hk/en/job/software-engineer-full-stack-developer-100003008830985,"Banking / Finance, Others, Information Technology (IT), Application Specialist - Software, Software Development",Financial Services,Data Scientist,10/21/2021,22-10-2021,,,1,,,1,,
IT Support (Helpdesk),Honour Dynasty Limited,Not Specified,,,Not Specified,"['Provide help desk support', 'Provide end-user computing hardware & software', 'Knowledge of helpdesk software and remote control']","['Responsibilities:', 'Provide day-to-day first line end-user support', 'Participate in helpdesk projects and implementation work', 'Responsible for PC desktop equipment procurement, delivery, installation and setup', 'Responsible for keep tracking IT as...",Entry,Non-Degree Tertiary,1,Full Time,Not Specified,/hk/en/job/it-support-helpdesk-100003008822997,"Information Technology (IT), Hardware, Support, Software Development",Information Technology,Data Scientist,10/18/2021,22-10-2021,,,,,,,,
Software Engineer,PCCW Media,Not Specified,,,Not Specified,"['System design and development', 'Examine and evaluate current software systems', 'Familiar with software development methodology']","['Your New Role:', '\xa0', 'Responsible for system design and development of Library Asset and Advertisement Graphic System', 'Examine and evaluate current software systems', 'Participate in requirement analysis, functional design and documentation of re...",Entry,Non-Degree Tertiary,1,Full Time,http://www.pccw.com,/hk/en/job/software-engineer-100003008825117,"Information Technology (IT), Software Development, Network & System",Telecommunication,Data Scientist,10/19/2021,22-10-2021,,1,1,,,1,,
IT Officer/IT Technician,Centre For Oncology And Immunology Limited,Not Specified,,,Not Specified,"['provide on-site technical support for equipment an', 'providing end-user support', 'with 2-3 years of relevant experience']","['Job Description', 'For over a century, scientists and clinicians have collectively combatted cancer using a diversity of approaches, including drug treatment, surgery, radiation and chemotherapy. In spite of the advances in prognosis and therapeutics i...",Entry,Not Specified,1,Full Time,Not Specified,/hk/en/job/it-officer-it-technician-100003008832884,"Information Technology (IT), Support, Network & System, Others",Research / Survey,Data Scientist,10/21/2021,22-10-2021,,1,,1,1,,,
IT Manager,ZKG International Limited,Not Specified,,,Not Specified,"['IT infrastructure projects', 'Digital transformation projects', 'Manage network monitoring']","['JOB HIGHLIGHTS', '-\xa0 Design and implement IT infrastructure projects', '-\xa0 Drive digital transformation projects', 'JOB RESPONSIBILITIES', '-\xa0 Ensure\xa0the\xa0design and implementation of the\xa0system architecture meet the needs of the compa...",Senior,Degree,5,"Full Time, Permanent",Not Specified,/hk/en/job/it-manager-100003008815776,"Information Technology (IT), IT Project Management / Team Lead, IT Management, Network & System",Clothing/Garment/Textile,Data Scientist,10/15/2021,22-10-2021,,1,,,,,,
Analyst Programmer - 5 day work,South Asia Knitting Factory Limited.,Not Specified,,,Not Specified,"['Analyst Programmer', '5-day work week', 'Over 3 years working experience']","['Responsibilities:', 'Analyzing and testing the work-flows for system development;', 'Developing and supporting ERP programs; and', 'Liaising with user departments to obtain their systems requirements.', '\xa0', 'Requirements:', 'Degree holder in Comput...",Entry,Non-Degree Tertiary,3,"Full Time, Permanent",http://www.southasiagroup.com,/hk/en/job/analyst-programmer-5-day-work-100003008807030,"Information Technology (IT), IT Project Management / Team Lead, Software Development, Network & System",Manufacturing,Data Scientist,10/11/2021,22-10-2021,,1,,,,,1,
Senior Analyst Programmer / Analyst Programmer,Joint Electronic Teller Services Limited (“JETCO”),Not Specified,,,Not Specified,"['Java, Angular, TypeScript, NodeJs, GraphQL,MariaDB', 'WordPress, Jira, Spring Framework, Nginx, DeveOps', '5-day Work Week, ER Voluntary Contribution to MPF']","['Responsibilities:', 'Assist the superior to prepare the required documentation for new service or system enhancement', 'Base on the Program Specification to write the source programs', 'Prepare the test cases for unit test and perform the test', 'Prepa...",Middle,Degree,2,"Full Time, Permanent",Not Specified,/hk/en/job/senior-analyst-programmer-analyst-programmer-100003008825866,"Information Technology (IT), Application Specialist - Software, Software Development, Testing / QA",Information Technology,Data Scientist,10/19/2021,22-10-2021,,,,,,,1,
Change Manager - CRM Transformation,SEEK Asia (JobsDB),Not Specified,,,Not Specified,"['Our motto: Improving Lives through Better Careers', 'Company Values: We Care, We Aim High, We Deliver', 'Customized career development opportunities']","['The Role', 'SEEK is undertaking numerous significant transformation initiatives as part of its continued journey of growth and evolution, one of them is the CRM Transformation as a part of our Unification Program. The CRM project is focused on standard...",Senior,Not Specified,1,"Full Time, Permanent",http://www.jobsdb.com,/hk/en/job/change-manager-crm-transformation-100003008814656,"Information Technology (IT), IT Project Management / Team Lead",Media/Publishing/Printing,Data Scientist,10/21/2021,22-10-2021,,,1,,,,,
(Senior) Mobile Developer | In house Cloud-based platform,Ambitious People Group,Not Specified,,['3511 6201'],HK$25K - 45K /month,"['Monthly salary 25,000 to 40,000 HKD per month', 'Stable company established for over 25 years', 'Very Flat Culture']","['What are you going to do as a Mobile Developer (Android/ React Native)?', 'You are going to work for a stable company as a (Senior) mobile developer. You will be responsible for one of the product revamp projects. You will work in the development team ...",Middle,Degree,1,"Full Time, Permanent",http://www.ambitiouspeople.hk,/hk/en/job/senior-mobile-developer-%7C-in-house-cloud-based-platform-100003008830573,"Information Technology (IT), Support, Software Development, Technical / Functional Consulting",Human Resources Management/Consultancy,Data Scientist,10/20/2021,22-10-2021,35,,,,,,,
Senior / System Analyst (Ref: SSA-GIT),Dah Chong Hong Holdings Limited,Not Specified,,,Not Specified,"['University graduate or Higher Diploma in IT', 'Minimum 5 years of development experience', 'Solid experience in databases and tools']","['The incumbent will be responsible to writes, designs and amends computer programs within departmental standards, timelines and cost budgets, as well as limit laid down by program specifications or authorized amendment request.', 'Responsibilities:', 'W...",Entry,Non-Degree Tertiary,5,"Full Time, Permanent",http://www.dch.com.hk,/hk/en/job/senior-system-analyst-ref%3A-ssa-git-100003008826788,"Information Technology (IT), Application Specialist - Software, Software Development, Others",Mixed Industry Group,Data Scientist,10/19/2021,22-10-2021,,1,,,,,1,
Web Developer,Zebra Strategic Outsource Solution Limited,Not Specified,,,Not Specified,"['Web/mobile app', 'System implementation', 'Higher Diploma above in Computer Science']","['Job Description', 'Follow up project schedule and coordination', 'Development and maintenance of web/mobile app', 'Prepare test plan/cases/scripts/environments, data collection and perform testing', 'Support system implementation', 'Ongoing user and ap...",Entry,Non-Degree Tertiary,1,"Full Time, Permanent",https://www.zebragroup.com,/hk/en/job/web-developer-100003008786312,"Information Technology (IT), Software Development, Technical Writing, Others",Human Resources Management/Consultancy,Data Scientist,10/4/2021,22-10-2021,,,,,,,,
Project Manager,Hutchison Telecommunications (Hong Kong) Limited,Not Specified,,,Not Specified,"['Manage the implementation of customer projects', 'Identify and provide solutions to any issues&risk', 'Work with internal and external partners']","['Responsibilities:', 'Manage the implementation of customer projects and provide updates to the customer regularly', 'Ensure smooth implementation with all deliverables completed without delay\xa0', 'Identify and provide solutions to any issues, risks a...",Senior,Degree,5,"Full Time, Permanent",Not Specified,/hk/en/job/project-manager-100003008818570,"Information Technology (IT), IT Project Management / Team Lead, Product Management / Business Analyst",Telecommunication,Data Scientist,10/15/2021,22-10-2021,,,,,,,,
Java Programmer / Analyst Programmer,Ambition,Not Specified,,,Not Specified,"['Financial firm; Large-scaled project exposure', 'stable environment', 'Attractive remuneration']","['Responsibilities:', 'Full System Development Life Cycle experience', 'Responsible for collecting user requirements, system development and design, documentation, testing, etc.', 'Work closely with users, developers, stakeholders and vendors to deliver ...",Entry,Degree,1,"Full Time, Permanent",http://www.ambition.com.hk,/hk/en/job/java-programmer-analyst-programmer-100003008823560,"Information Technology (IT), Application Specialist - Software, Software Development",Human Resources Management/Consultancy,Data Scientist,10/18/2021,22-10-2021,,1,,,,,1,
Web Gateway/ Secure Email Gateway/ DLP Engineer,Ambition,Not Specified,,['3103 4312'],Not Specified,"['MNC', 'IT Support', 'Great Learning Platform']","['Responsibilities:', ""This engagement would be an evaluation the use of Exchange Online (EXO) as a viable secure email gateway for Client's China network. It will involve an evaluation of EXO against existing Proof Point deployments with a comparison of...",Middle,Degree,3,"Full Time, Permanent",http://www.ambition.com.hk,/hk/en/job/web-gateway-secure-email-gateway-dlp-engineer-100003008821372,"Information Technology (IT), Support, Others",Human Resources Management/Consultancy,Data Scientist,10/18/2021,22-10-2021,,,,,,1,,
Senior Technical Service Officer,HKT,Not Specified,,,Not Specified,"['Hands-on experience in Windows & Linux Server', 'Support AD & O365 Management', 'Virtualization technologies (VMware, Oracle & RedHat)']","['Your Role', 'Experience in Linux (Oracle & Redhat), Virtualization technologies (VMware, Oracle & RedHat), Monitoring/Operational intelligence products (SolarWinds) and Backup products (Veeam)', 'Provide technical support and conduct troubleshooting on...",Entry,Degree,1,Full Time,http://www.pccw.com,/hk/en/job/senior-technical-service-officer-100003008814570,"Information Technology (IT), Support, Application Specialist - Network, Network & System",Telecommunication,Data Scientist,10/14/2021,22-10-2021,,,,,,,,
Programmer / System Engineer (HK$25K – HK$30K),ProSavvy Services Company,Not Specified,,,Programmer / System Engineer (HK$25K – HK$30K),"['Diploma / degree in computer science/engineering', 'programming: C#, ASP.net, HTML, CSS, Java, MS SQL', 'Good command in English and Chinese']","['A well-established electrical company is looking for suitable candidate to fill in the following position:', 'Programmer / System Engineer\xa0', 'Higher Diploma or Degree in Computer Science or Software Engineering or other discipline', 'Proficiency in...",Entry,Not Specified,1,"Full Time, Permanent",http://www.psavvy.com,/hk/en/job/programmer-system-engineer-hk%2425k-hk%2430k-100003008803219,"Engineering, Electrical / Electronics, Information Technology (IT), Application Specialist - Software, Software Development",Human Resources Management/Consultancy,Data Scientist,10/8/2021,22-10-2021,27.5,1,,,,1,,
Quality Assurance Manager (up to 55K),Moses Wills Limited,Not Specified,,,Not Specified,"['Solid experience in QA testing', 'Lead and manage QA team', 'Excellent career path']","['\xa0Job Responsibilities\xa0', 'Lead software and product testing projects for Backend System, Web Application, IoT Projects and Mobile App', 'Design, develop, execute, and maintain test plan and test data', 'Reviewing and analyzing results of test cas...",Senior,Degree,1,Full Time,Not Specified,/hk/en/job/quality-assurance-manager-up-to-55k-100003008791338,"Professional Services, Business Analysis / Data Analysis, Information Technology (IT), Testing / QA, Banking / Finance, Order Processing & Operation / Settlement",Others,Data Scientist,10/5/2021,22-10-2021,,,1,,,,,
Marketing Executive,Cypress Telecom Limited,Not Specified,,,Not Specified,"['Market Intelligence', 'Cloud ,IDC, Ethernet, SD-WAN, MPLS,VPN,Network', 'Telecommunication, Marketing, IT']","['Responsibilities:', 'Collect market intelligence on Telecom services, Cloud products, competitors, industry trends and customer behaviors', 'Perform day-to-day data management and analytics, monitor product performance, and visualize findings periodica...",Middle,Non-Degree Tertiary,5,Full Time,Not Specified,/hk/en/job/marketing-executive-100003008782045,"Information Technology (IT), IT Management, Product Management / Business Analyst, Application Specialist - Network",Telecommunication,Data Scientist,10/4/2021,22-10-2021,,,1,,,,,
(Senior) Site Reliability Engineer (SRE),SabeTech Technology Limited,Not Specified,,,Not Specified,"['3yrs experience or above, public cloud', 'Skilled in one or more coding languages', '5 days, 14months salary']","['Sabetech delivers integrated leading IT service in multi-cloud application services, aggregated data services, applications development, and Fin-Tech products for fast-growing emerging overseas countries.', 'Our distributed teams are developing a cloud...",Entry,Degree,3,"Full Time, Permanent",Not Specified,/hk/en/job/senior-site-reliability-engineer-sre-100003008786987,"Information Technology (IT), Software Development, Application Specialist - Network, Technical / Functional Consulting",Information Technology,Data Scientist,10/4/2021,22-10-2021,,,1,,1,1,,
Specialist/ Administrator( Unix/ Cloud/ Window/ Nework)/ Helpdesk/ Datacenter engineer/ DBA,Mtel Career Consulting,Not Specified,,,Not Specified,"['Solution Achitect', 'Specialist/ Administrator / BDA', 'Operator / Helpdesk']","['We\xa0shall\xa0offer a good package for appropriate candidates such as MPF, Medical scheme, annual leave, if you have interesting in above positions, please submit your CVs to\xa0', '[email\xa0protected]', ' me-consulting.com.hk', '1)\xa0\xa0\xa0\xa0\x...",Entry,Not Specified,1,"Full Time, Permanent, Temporary",Not Specified,/hk/en/job/specialist-administrator-unix-cloud-window-nework-helpdesk-datacenter-engineer-dba-100003008819292,"Information Technology (IT), DBA, Software Development, Network & System",Information Technology,Data Scientist,10/16/2021,22-10-2021,,1,1,,,1,,
IT Support,Right Source Manufacturing Limited,Not Specified,,,Not Specified,"['Support daily operations & other related tasks', 'Network & Technical support', 'Able to work independently & multi-tasking']","['Highlights', 'Support daily operations & other related tasks', 'Network & Technical support', 'Able to work independently & multi-tasking', '\xa0', 'Responsibilities:', 'l\xa0\xa0 ', 'Support PC profile installation, document management, email system',...",Entry,Non-Degree Tertiary,2,Full Time,Not Specified,/hk/en/job/it-support-100003008820190,"Information Technology (IT), Support, Network & System",Toys,Data Scientist,10/18/2021,22-10-2021,,,1,,,,,
System Support Engineer (Linux),Automated Systems (HK) Limited,Not Specified,,,Not Specified,"['Provide technical support on hardware', 'Handle customer technical enquiries', 'At least 1 year experience in computer,']","['Responsibility:', 'Provide technical support on hardware, software & networking maintenance services to corporate clients.', 'Handle advance customer technical enquiries and product/system demonstration.', 'Setup, backup, Scripting, System/application ...",Entry,Non-Degree Tertiary,1,"Full Time, Permanent",http://www.asl.com.hk,/hk/en/job/system-support-engineer-linux-100003008820155,"Information Technology (IT), IT Management, Network & System, Others",Information Technology,Data Scientist,10/18/2021,22-10-2021,,,1,,,1,,
Analyst Programmer,Taptopay Limited,Not Specified,,,Not Specified,"['Design of payment and transportation systems', 'Dev. exp. using C#, Node.JS SQL Server &/or MySQL', '5-day work week; dental & medical insurance; bonus']","['This job requires a highly motivated individual to help design, implement and maintain our payment and transportation intelligence systems which are operating in millions of transactions per day.\xa0 The ideal candidate has a strong analytical mind and...",Middle,Non-Degree Tertiary,2,"Full Time, Permanent",http://www.taptopay.com,/hk/en/job/analyst-programmer-100003008821615,"Information Technology (IT), Application Specialist - Software, Software Development, Network & System",Electronics/Electrical Equipment,Data Scientist,10/18/2021,22-10-2021,,1,,,,,1,
Analyst Programmer (.NET C#),Infoware Systems Limited,Not Specified,,,Not Specified,"['Develop Applications for Omni-Channel Retailers', 'Work as a Member of Development Team', 'Provide Service to Hong Kong & Asia Clients']","['Job Nature:', 'Develop and maintain web-based business application running on .NET Framework', 'Conduct unit testing, system integration testing and application deployment.', 'Assist in system and database design, data cleansing and migration.', 'Prepa...",Entry,Non-Degree Tertiary,2,"Full Time, Permanent",http://www.infoware.com.hk,/hk/en/job/analyst-programmer-net-c-100003008790602,"Information Technology (IT), Support, Software Development, Testing / QA",Information Technology,Data Scientist,10/5/2021,22-10-2021,,1,,,,,1,
Associate Security Specialist – Infrastructure and Operations Dept (Ref: 202122-44),"AEON CREDIT SERVICE (ASIA) CO., LTD.",Not Specified,,,Not Specified,"['Good working environment in TST, close to MTR', 'Inhouse IT position, strong in security control', '4 days vaccination leave, WFH arrangement']","['Responsibilities:', '\xa0Maintain, support and troubleshoot IT security system', '\xa0Monitor security alerts, investigate and resolve cyber security incident', '\xa0Implement security related projects and researches according to IT plan and strategy',...",Middle,Degree,4,"Full Time, Permanent",Not Specified,/hk/en/job/associate-security-specialist-infrastructure-and-operations-dept-ref%3A-202122-44-100003008822682,"Information Technology (IT), IT Project Management / Team Lead, Security, Network & System",Financial Services,Data Scientist,10/18/2021,22-10-2021,,,,,,,,
Network Security Consultant (5-day work),Infocean Technology Co Limited,Not Specified,,,Not Specified,"['Degree/Diploma in Computer Science', 'Minimum 2 years relevant experience', 'Professional qualification CCNA/CCNP, CISSP/CISA']","['Infocean Technology Company Limited is one of the leading information security solutions and infrastructure solutions provider in Hong Kong. We are looking for a candidate to fill the following position:', 'Responsibilities:', 'Provide presales and con...",Entry,Not Specified,1,"Full Time, Permanent",Not Specified,/hk/en/job/network-security-consultant-5-day-work-100003008805741,"Information Technology (IT), Security, Network & System",Information Technology,Data Scientist,10/10/2021,22-10-2021,,,,,,,,
Mobile Application Developer (iOS/Android),ESD Services Limited (ESDlife),Not Specified,,,Not Specified,"['responsible for design, development of mobile App', 'Communicate with clients to gather requirement', 'Ensure the best performance of applications']","['You will', ':', 'Develop mobile application', 'Responsible for system design and development', 'Collaborate with teammates to deliver the services and meet project milestones and deadlines', 'Communicate with project lead\xa0or clients to gather requir...",Middle,Degree,1,"Full Time, Permanent",Not Specified,/hk/en/job/mobile-application-developer-ios-android-100003008821294,"Information Technology (IT), Software Development, Mobile / Wireless Communications",Information Technology,Data Scientist,10/18/2021,22-10-2021,,,,,,,,
(Senior) JavaScript developer - AI company,Ambitious People Group,Not Specified,,['3511 6201'],HK$25K - 45K /month,"['Guaranteed the 13th-months', 'Knowledge in nodejs, vuejs', 'Work independently and interested in AI software']","['What are you going to do as a (Senior) JavaScript Developer?', 'You are going to work for a local company that specialize in robotic products. They have three main products, petrol robot to gather information and use wifi to send it to the data system ...",Middle,Degree,1,"Full Time, Permanent",http://www.ambitiouspeople.hk,/hk/en/job/senior-javascript-developer-ai-company-100003008786106,"Information Technology (IT), Support, Software Development, Technical / Functional Consulting",Human Resources Management/Consultancy,Data Scientist,10/3/2021,22-10-2021,35,1,,,1,,,
Senior Application Developer II,HKT,Not Specified,,,Not Specified,"['Java / Web application', 'Web Frontend', 'Backend application programming']",['We are undergoing Digital Transformation and is actively looking for talented people to join our team which is expanding rapidly. The successful candidate will be exposed to a wide range of innovative technology initiatives and chance to work with tale...,Entry,Degree,1,Full Time,http://www.pccw.com,/hk/en/job/senior-application-developer-ii-100003008818907,"Information Technology (IT), Application Specialist - Software, Software Development",Telecommunication,Data Scientist,10/15/2021,22-10-2021,,1,,,,,,
"Assistant Officer, IT Infrastructure (1 year contract)",Hong Kong Applied Science and Technology Research Institute Company Limited (ASTRI),Not Specified,,,Not Specified,"['5 days work, Stable working environment', 'IT technical & helpdesk support', 'Exp in helpdesk ticketing system']","['Reference #:\xa0CAO/ITFS/IT/2773/210820', 'Job Responsibilities', 'Provide technical support and troubleshooting to all ASTRIANs according to ITFS’s SLA', 'Provide endpoint computer system upgrade, image creation, and application testing as per ITFS ...",Entry,Not Specified,1,"Full Time, Contract",http://www.astri.org,/hk/en/job/assistant-officer-it-infrastructure-1-year-contract-100003008811415,"Information Technology (IT), Hardware, Support, IT Management",Information Technology,Data Scientist,10/18/2021,22-10-2021,,,1,,,,,
System Support,CN Logistics Limited,Not Specified,,,Not Specified,"['Double Pay; Birthday Leave; Medical Insurance', 'Desktop / Helpdesk support experiences', 'Provide end user support for Staff']",['This is an exciting IT professional position where you will be exposed to the transformation phase of an IT organization in the rapidly changing third-party logistics (3PL) industry. \xa0The 3PL industry has been changing from a very manual and labor i...,Entry,Degree,2,"Full Time, Permanent",Not Specified,/hk/en/job/system-support-100003008822218,"Information Technology (IT), Hardware, Network & System, Others, Student / Fresh Graduate / No Experience",Freight Forwarding/Delivery/Shipping,Data Scientist,10/18/2021,22-10-2021,,,1,,,,,
Security Specialists invited 35-55k/mth (one cert of CISSP/CCSP/CISM/CEH/CCSP) - NEW Headcount.,ADECCO,Not Specified,,,Not Specified,"['IT Operations (DataCentre, Network, Security)', 'Hands on experience Network, Servers, Infrastructu', '1 of  CISSP/CCSP/CISM/CEH/CCSP.']","['My Client is a well-reknowned non-government utility organisation focused within the Automobile\xa0', 'TECHNOLOGY', ""\xa0industry. Due to the successfully bid of one of the biggest and most exciting projects in Hong kong's automotive industry to improv...",Middle,Degree,5,Full Time,http://adecco.com.hk,/hk/en/job/security-specialists-invited-35-55k-mth-one-cert-of-cissp-ccsp-cism-ceh-ccsp-new-headcount-100003008819504,"Information Technology (IT), IT Management, Security, Network & System",Human Resources Management/Consultancy,Data Scientist,10/16/2021,22-10-2021,,,,,,,,
Network Engineer,SmarTone Telecommunications Limited,Not Specified,,,Not Specified,"['Internal and external technical support', 'New product and solutions evaluation', 'Network and server equipment’s setup and trouble-s']","['Responsibilities:', 'Responsible for handling internal and external technical support requests for different enterprise system and network solutions', 'Provide support to internal & external customers via phone calls and emails', 'Set up, configure, tr...",Middle,Non-Degree Tertiary,3,"Full Time, Permanent",http://www.smartone.com,/hk/en/job/network-engineer-100003008814986,"Information Technology (IT), IT Project Management / Team Lead, Network & System, Mobile / Wireless Communications",Telecommunication,Data Scientist,10/15/2021,22-10-2021,,,,,,1,,
Assistant IT Manager/ IT Manager,CHOW TAI FOOK JEWELLERY CO LTD,Not Specified,,,Not Specified,"['Cloud infrastructure', 'Vendor management', 'Workflow, Microsoft 365, PowerBI, Azure, AWS Cloud']","['What You Will Own', 'Provide technical implementation and support on cloud infrastructure in terms of OS, network, and database; e.g. Microsoft Office 365 applications, Azure', 'Manage the vendor selection, RFP/RFQ, cost evaluation and performance asse...",Senior,Degree,5,"Full Time, Contract",Not Specified,/hk/en/job/assistant-it-manager-it-manager-100003008823111,"Information Technology (IT), IT Project Management / Team Lead, Software Development, Network & System",Jewellery/Gems/Watches,Data Scientist,10/18/2021,22-10-2021,,,1,1,,,,
Analyst Programmer,HKT,Not Specified,,,Not Specified,"['Full Stack/ Front-end/ Back-end', 'Digital Transformation', 'Cloud technologies and platforms']","['We are undergoing Digital Transformation and is actively looking for Analyst Programmers of ', 'Full Stack/ Front-end/ Back-end\xa0', 'to join our team which is expanding rapidly. The successful candidate will be exposed to a wide range of innovative t...",Middle,Degree,1,Full Time,http://www.pccw.com,/hk/en/job/analyst-programmer-100003008818909,"Information Technology (IT), Application Specialist - Software, Software Development",Telecommunication,Data Scientist,10/15/2021,22-10-2021,,1,,,,,1,
Digital Project Manager,"The Bank of East Asia, Limited",Not Specified,,,Not Specified,"['Responsible for managing digital/ FinTech projects', 'To be responsible for project management', 'Minimum 5 years’ working experience']","['Digital Strategy & Partnership Department', 'Digital Project Manager (Job ID: 2872)', 'Responsibilities', 'To be responsible for managing digital/ FinTech projects with business users\xa0', 'To be responsible for project management following division...",Senior,Degree,5,"Full Time, Permanent",Not Specified,/hk/en/job/digital-project-manager-100003008817850,"Information Technology (IT), IT Project Management / Team Lead, Product Management / Business Analyst",Financial Services,Data Scientist,10/15/2021,22-10-2021,,,1,,,,,
